7;-485.175995;
4000;-166.194000;
7650;-723.885010;
2150;-57.098000;
2950;-106.509003;
5150;-274.510010;
1800;-40.771000;
9000;-848.291016;
300;-3.003000;
9800;-1277.756958;
8150;-735.843018;
1800;-34.610001;
4800;-264.039001;
5300;-358.187988;
2300;-65.842003;
1950;-44.583000;
1200;-16.056000;
8800;-914.747986;
1800;-42.214001;
4150;-183.725006;
5200;-354.384003;
7150;-641.013977;
6650;-481.657990;
9400;-1136.030029;
9650;-1152.442993;
4550;-263.295013;
1400;-20.731001;
5300;-342.670990;
3100;-127.737999;
650;-6.601000;
5150;-306.390015;
5200;-353.424011;
1300;-19.327999;
9050;-1005.250977;
5400;-301.122986;
200;-1.748000;
350;0.000000;
7000;-586.265015;
2350;-70.938004;
1950;-47.404999;
3750;-186.419998;
4350;-221.832001;
9100;-983.395020;
8750;-958.744995;
1250;-16.770000;
9750;-1163.473022;
950;-10.006000;
9050;-1086.853027;
150;-1.302000;
6350;-506.747009;
7850;-625.815979;
3250;-124.789001;
2200;-60.629002;
5250;-302.066010;
7850;-735.476990;
2050;-44.633999;
5550;-333.290009;
3550;-152.084000;
2550;-80.985001;
8350;-833.471985;
9900;-999.369995;
5650;-375.571014;
6850;-578.263977;
9200;-1061.305054;
4600;-239.699005;
4500;-259.335999;
8900;-992.419006;
8700;-965.000977;
8000;-821.052979;
7400;-652.049988;
5800;-419.921997;
3700;-151.117996;
6450;-436.436005;
2350;-67.718002;
1250;-17.368999;
2150;-56.235001;
9500;-1103.663940;
5350;-370.709015;
8650;-775.783997;
8450;-866.528992;
2400;-69.362000;
5700;-378.576996;
1100;-12.561000;
8850;-950.099976;
4150;-180.378998;
4200;-223.031998;
4300;-228.895996;
2700;-86.199997;
7400;-654.200012;
850;-9.723000;
5650;-419.505005;
5500;-363.743011;
8050;-723.546997;
5700;-337.057007;
8500;-939.059021;
2800;-90.903999;
2450;-76.944000;
4350;-224.725006;
5050;-269.423004;
3650;-136.559006;
4750;-280.257996;
8750;-963.562012;
650;-5.578000;
400;-4.026000;
8550;-939.758972;
9300;-854.203979;
5250;-329.536987;
7350;-632.221008;
6700;-478.920990;
1700;-37.563000;
5800;-383.308014;
9550;-968.914001;
6800;-470.563995;
1900;-35.597000;
5500;-310.572998;
2050;-50.828999;
4350;-230.979996;
7050;-595.867004;
5200;-340.799988;
7750;-741.872986;
9100;-1053.401978;
7000;-622.310974;
5750;-422.105011;
4650;-267.852997;
4650;-273.377014;
750;-7.129000;
2450;-60.799000;
2300;-67.408997;
1150;-16.768000;
8100;-813.228027;
8800;-928.700989;
3050;-93.545998;
500;-4.511000;
8400;-708.534973;
5000;-287.127014;
5150;-317.622009;
4450;-253.822006;
7900;-772.356018;
4200;-214.328003;
4050;-183.184998;
5800;-341.462006;
1050;-11.755000;
2150;-57.273998;
9650;-1082.092041;
8250;-841.801025;
4150;-171.619995;
5050;-302.824005;
4800;-251.977997;
6150;-409.053009;
350;-2.135000;
6050;-402.734009;
2950;-104.500000;
2900;-94.387001;
9300;-1096.368042;
6550;-483.230988;
500;-1.982000;
6950;-550.768982;
7700;-667.530029;
9400;-1087.873047;
8850;-1032.588013;
1450;-22.822001;
2450;-72.473999;
6100;-459.799011;
3800;-177.701996;
9500;-939.848022;
1050;-14.963000;
3400;-144.429993;
4700;-237.227005;
4000;-206.533005;
6850;-566.476013;
3150;-124.605003;
4550;-223.074005;
9050;-992.338989;
4300;-238.481995;
10000;-1022.997986;
4100;-207.675003;
4600;-279.324005;
5950;-438.302002;
6650;-559.255005;
8700;-952.361023;
1050;-12.910000;
6750;-522.776001;
3350;-114.328003;
7100;-647.413025;
4250;-233.360001;
5850;-408.735992;
1550;-30.871000;
