6700;0.983000;
8700;1.311000;
8200;2.115000;
6850;1.597000;
4150;0.644000;
400;0.099000;
9350;3.326000;
5900;0.910000;
4250;0.685000;
400;0.107000;
1000;0.186000;
3600;0.612000;
7950;1.275000;
5350;2.030000;
7550;1.375000;
2200;0.811000;
1050;0.243000;
5650;0.866000;
4500;0.694000;
5350;1.655000;
3500;0.797000;
6150;1.187000;
8450;3.571000;
3350;0.518000;
4850;0.731000;
1400;0.246000;
9400;2.414000;
950;0.188000;
5950;1.065000;
5450;1.020000;
6300;0.966000;
5900;1.992000;
3800;1.054000;
3350;0.545000;
3300;0.592000;
1250;0.261000;
8900;1.408000;
5250;0.950000;
5150;0.871000;
9950;1.890000;
2400;0.875000;
3850;0.650000;
9750;3.269000;
2100;0.353000;
6850;1.020000;
1000;0.193000;
750;0.352000;
8150;1.308000;
6200;2.819000;
6800;1.107000;
8700;2.621000;
8300;1.305000;
650;0.276000;
1950;0.491000;
2800;0.704000;
4800;1.280000;
6600;1.391000;
6550;2.487000;
1050;0.202000;
3700;0.584000;
4300;0.715000;
3000;0.720000;
1750;0.301000;
3750;1.214000;
7750;1.215000;
4750;1.471000;
2100;0.907000;
200;0.052000;
6350;0.964000;
850;0.331000;
2300;0.377000;
1750;0.382000;
7900;1.710000;
500;0.197000;
3750;0.926000;
2800;0.490000;
7250;1.263000;
300;0.081000;
5750;2.244000;
3850;1.037000;
700;0.133000;
6900;1.625000;
8000;1.575000;
2450;0.670000;
4350;0.780000;
500;0.299000;
400;0.098000;
2750;0.932000;
7650;2.405000;
7850;2.994000;
5150;0.874000;
8050;1.799000;
2850;0.452000;
9250;1.655000;
950;0.165000;
6500;2.227000;
1800;0.794000;
5200;0.924000;
5400;1.867000;
7700;1.192000;
750;0.168000;
50;0.023000;
1850;0.717000;
8500;2.209000;
6000;0.891000;
6900;1.230000;
7200;1.249000;
9150;2.070000;
8200;2.022000;
4700;1.872000;
4000;0.599000;
9700;3.166000;
6100;1.827000;
7150;2.835000;
3550;0.739000;
6150;2.043000;
3600;0.550000;
1450;0.611000;
5850;1.293000;
100;0.046000;
600;0.319000;
5850;1.078000;
8300;2.566000;
5750;1.631000;
2650;0.627000;
4650;1.842000;
9850;3.134000;
3700;0.740000;
4450;0.813000;
5800;1.949000;
